id,date,store,item
167,2018-03-19,2,1
168,2018-03-20,2,1
169,2018-03-21,2,1
170,2018-03-22,2,1
171,2018-03-23,2,1
172,2018-03-24,2,1
173,2018-03-25,2,1
174,2018-03-26,2,1
175,2018-03-27,2,1
176,2018-03-28,2,1
177,2018-03-29,2,1
178,2018-03-30,2,1
179,2018-03-31,2,1
180,2018-01-01,3,1
181,2018-01-02,3,1
182,2018-01-03,3,1
183,2018-01-04,3,1
184,2018-01-05,3,1
185,2018-01-06,3,1
186,2018-01-07,3,1
187,2018-01-08,3,1
188,2018-01-09,3,1
189,2018-01-10,3,1
190,2018-01-11,3,1
191,2018-01-12,3,1
192,2018-01-13,3,1
193,2018-01-14,3,1
194,2018-01-15,3,1
195,2018-01-16,3,1
196,2018-01-17,3,1
197,2018-01-18,3,1
198,2018-01-19,3,1
199,2018-01-20,3,1
200,2018-01-21,3,1
201,2018-01-22,3,1
202,2018-01-23,3,1
203,2018-01-24,3,1
204,2018-01-25,3,1
205,2018-01-26,3,1
206,2018-01-27,3,1
207,2018-01-28,3,1
208,2018-01-29,3,1
209,2018-01-30,3,1
210,2018-01-31,3,1
211,2018-02-01,3,1
212,2018-02-02,3,1
213,2018-02-03,3,1
214,2018-02-04,3,1
215,2018-02-05,3,1
216,2018-02-06,3,1
217,2018-02-07,3,1
218,2018-02-08,3,1
219,2018-02-09,3,1
220,2018-02-10,3,1
221,2018-02-11,3,1
222,2018-02-12,3,1
223,2018-02-13,3,1
224,2018-02-14,3,1
225,2018-02-15,3,1
226,2018-02-16,3,1
227,2018-02-17,3,1
228,2018-02-18,3,1
229,2018-02-19,3,1
230,2018-02-20,3,1
231,2018-02-21,3,1
232,2018-02-22,3,1
233,2018-02-23,3,1
234,2018-02-24,3,1
235,2018-02-25,3,1
236,2018-02-26,3,1
237,2018-02-27,3,1
238,2018-02-28,3,1
239,2018-03-01,3,1
240,2018-03-02,3,1
241,2018-03-03,3,1
242,2018-03-04,3,1
243,2018-03-05,3,1
244,2018-03-06,3,1
245,2018-03-07,3,1
246,2018-03-08,3,1
247,2018-03-09,3,1
248,2018-03-10,3,1
249,2018-03-11,3,1
250,2018-03-12,3,1
251,2018-03-13,3,1
252,2018-03-14,3,1
253,2018-03-15,3,1
254,2018-03-16,3,1
255,2018-03-17,3,1
256,2018-03-18,3,1
257,2018-03-19,3,1
258,2018-03-20,3,1
259,2018-03-21,3,1
260,2018-03-22,3,1
261,2018-03-23,3,1
262,2018-03-24,3,1
263,2018-03-25,3,1
264,2018-03-26,3,1
265,2018-03-27,3,1
266,2018-03-28,3,1
267,2018-03-29,3,1
268,2018-03-30,3,1
269,2018-03-31,3,1
900,2018-01-01,1,2
901,2018-01-02,1,2
902,2018-01-03,1,2
903,2018-01-04,1,2
904,2018-01-05,1,2
905,2018-01-06,1,2
906,2018-01-07,1,2
907,2018-01-08,1,2
908,2018-01-09,1,2
909,2018-01-10,1,2
910,2018-01-11,1,2
911,2018-01-12,1,2
912,2018-01-13,1,2
913,2018-01-14,1,2
914,2018-01-15,1,2
915,2018-01-16,1,2
916,2018-01-17,1,2
917,2018-01-18,1,2
918,2018-01-19,1,2
919,2018-01-20,1,2
920,2018-01-21,1,2
921,2018-01-22,1,2
922,2018-01-23,1,2
923,2018-01-24,1,2
924,2018-01-25,1,2
925,2018-01-26,1,2
926,2018-01-27,1,2
927,2018-01-28,1,2
928,2018-01-29,1,2
929,2018-01-30,1,2
930,2018-01-31,1,2
931,2018-02-01,1,2
932,2018-02-02,1,2
933,2018-02-03,1,2
934,2018-02-04,1,2
935,2018-02-05,1,2
936,2018-02-06,1,2
937,2018-02-07,1,2
938,2018-02-08,1,2
939,2018-02-09,1,2
940,2018-02-10,1,2
941,2018-02-11,1,2
942,2018-02-12,1,2
943,2018-02-13,1,2
944,2018-02-14,1,2
945,2018-02-15,1,2
946,2018-02-16,1,2
947,2018-02-17,1,2
948,2018-02-18,1,2
949,2018-02-19,1,2
950,2018-02-20,1,2
951,2018-02-21,1,2
952,2018-02-22,1,2
953,2018-02-23,1,2
954,2018-02-24,1,2
955,2018-02-25,1,2
956,2018-02-26,1,2
957,2018-02-27,1,2
958,2018-02-28,1,2
959,2018-03-01,1,2
960,2018-03-02,1,2
961,2018-03-03,1,2
962,2018-03-04,1,2
963,2018-03-05,1,2
964,2018-03-06,1,2
965,2018-03-07,1,2
966,2018-03-08,1,2
967,2018-03-09,1,2
968,2018-03-10,1,2
969,2018-03-11,1,2
970,2018-03-12,1,2
971,2018-03-13,1,2
972,2018-03-14,1,2
973,2018-03-15,1,2
974,2018-03-16,1,2
975,2018-03-17,1,2
976,2018-03-18,1,2
977,2018-03-19,1,2
978,2018-03-20,1,2
979,2018-03-21,1,2
980,2018-03-22,1,2
981,2018-03-23,1,2
982,2018-03-24,1,2
983,2018-03-25,1,2
984,2018-03-26,1,2
985,2018-03-27,1,2
986,2018-03-28,1,2
987,2018-03-29,1,2
988,2018-03-30,1,2
989,2018-03-31,1,2
990,2018-01-01,2,2
991,2018-01-02,2,2
992,2018-01-03,2,2
993,2018-01-04,2,2
994,2018-01-05,2,2
995,2018-01-06,2,2
996,2018-01-07,2,2
997,2018-01-08,2,2
998,2018-01-09,2,2
999,2018-01-10,2,2
1000,2018-01-11,2,2
1001,2018-01-12,2,2
1002,2018-01-13,2,2
1003,2018-01-14,2,2
1004,2018-01-15,2,2
1005,2018-01-16,2,2
1006,2018-01-17,2,2
1007,2018-01-18,2,2
1008,2018-01-19,2,2
1009,2018-01-20,2,2
1010,2018-01-21,2,2
1011,2018-01-22,2,2
1012,2018-01-23,2,2
1013,2018-01-24,2,2
1014,2018-01-25,2,2
1015,2018-01-26,2,2
1016,2018-01-27,2,2
1017,2018-01-28,2,2
1018,2018-01-29,2,2
1019,2018-01-30,2,2
1020,2018-01-31,2,2
1021,2018-02-01,2,2
1022,2018-02-02,2,2
1023,2018-02-03,2,2
1024,2018-02-04,2,2
1025,2018-02-05,2,2
1026,2018-02-06,2,2
1027,2018-02-07,2,2
1028,2018-02-08,2,2
1029,2018-02-09,2,2
1030,2018-02-10,2,2
1031,2018-02-11,2,2
1032,2018-02-12,2,2
1033,2018-02-13,2,2
1034,2018-02-14,2,2
1035,2018-02-15,2,2
1036,2018-02-16,2,2
1037,2018-02-17,2,2
1038,2018-02-18,2,2
1039,2018-02-19,2,2
1040,2018-02-20,2,2
1041,2018-02-21,2,2
1042,2018-02-22,2,2
1043,2018-02-23,2,2
1044,2018-02-24,2,2
1045,2018-02-25,2,2
1046,2018-02-26,2,2
1047,2018-02-27,2,2
1048,2018-02-28,2,2
1049,2018-03-01,2,2
1050,2018-03-02,2,2
1051,2018-03-03,2,2
1052,2018-03-04,2,2
1053,2018-03-05,2,2
1054,2018-03-06,2,2
1055,2018-03-07,2,2
1056,2018-03-08,2,2
1057,2018-03-09,2,2
1058,2018-03-10,2,2
1059,2018-03-11,2,2
1060,2018-03-12,2,2
1061,2018-03-13,2,2
1062,2018-03-14,2,2
1063,2018-03-15,2,2
1064,2018-03-16,2,2
1065,2018-03-17,2,2
1066,2018-03-18,2,2
1067,2018-03-19,2,2
1068,2018-03-20,2,2
1069,2018-03-21,2,2
1070,2018-03-22,2,2
1071,2018-03-23,2,2
1072,2018-03-24,2,2
1073,2018-03-25,2,2
1074,2018-03-26,2,2
1075,2018-03-27,2,2
1076,2018-03-28,2,2
1077,2018-03-29,2,2
1078,2018-03-30,2,2
1079,2018-03-31,2,2
1080,2018-01-01,3,2
1081,2018-01-02,3,2
1082,2018-01-03,3,2
1083,2018-01-04,3,2
1084,2018-01-05,3,2
1085,2018-01-06,3,2
1086,2018-01-07,3,2
1087,2018-01-08,3,2
1088,2018-01-09,3,2
1089,2018-01-10,3,2
1090,2018-01-11,3,2
1091,2018-01-12,3,2
1092,2018-01-13,3,2
1093,2018-01-14,3,2
1094,2018-01-15,3,2
1095,2018-01-16,3,2
1096,2018-01-17,3,2
1097,2018-01-18,3,2
1098,2018-01-19,3,2
1099,2018-01-20,3,2
1100,2018-01-21,3,2
1101,2018-01-22,3,2
1102,2018-01-23,3,2
1103,2018-01-24,3,2
1104,2018-01-25,3,2
1105,2018-01-26,3,2
1106,2018-01-27,3,2
1107,2018-01-28,3,2
1108,2018-01-29,3,2
1109,2018-01-30,3,2
1110,2018-01-31,3,2
1111,2018-02-01,3,2
1112,2018-02-02,3,2
1113,2018-02-03,3,2
1114,2018-02-04,3,2
1115,2018-02-05,3,2
1116,2018-02-06,3,2
1117,2018-02-07,3,2
1118,2018-02-08,3,2
1119,2018-02-09,3,2
1120,2018-02-10,3,2
1121,2018-02-11,3,2
1122,2018-02-12,3,2
1123,2018-02-13,3,2
1124,2018-02-14,3,2
1125,2018-02-15,3,2
1126,2018-02-16,3,2
1127,2018-02-17,3,2
1128,2018-02-18,3,2
1129,2018-02-19,3,2
1130,2018-02-20,3,2
1131,2018-02-21,3,2
1132,2018-02-22,3,2
1133,2018-02-23,3,2
1134,2018-02-24,3,2
1135,2018-02-25,3,2
1136,2018-02-26,3,2
1137,2018-02-27,3,2
1138,2018-02-28,3,2
1139,2018-03-01,3,2
1140,2018-03-02,3,2
1141,2018-03-03,3,2
1142,2018-03-04,3,2
1143,2018-03-05,3,2
1144,2018-03-06,3,2
1145,2018-03-07,3,2
1146,2018-03-08,3,2
1147,2018-03-09,3,2
1148,2018-03-10,3,2
1149,2018-03-11,3,2
1150,2018-03-12,3,2
1151,2018-03-13,3,2
1152,2018-03-14,3,2
1153,2018-03-15,3,2
1154,2018-03-16,3,2
1155,2018-03-17,3,2
1156,2018-03-18,3,2
1157,2018-03-19,3,2
1158,2018-03-20,3,2
1159,2018-03-21,3,2
1160,2018-03-22,3,2
1161,2018-03-23,3,2
1162,2018-03-24,3,2
1163,2018-03-25,3,2
1164,2018-03-26,3,2
1165,2018-03-27,3,2
1166,2018-03-28,3,2
1167,2018-03-29,3,2
1168,2018-03-30,3,2
1169,2018-03-31,3,2
1800,2018-01-01,1,3
1801,2018-01-02,1,3
1802,2018-01-03,1,3
1803,2018-01-04,1,3
1804,2018-01-05,1,3
1805,2018-01-06,1,3
1806,2018-01-07,1,3
1807,2018-01-08,1,3
1808,2018-01-09,1,3
1809,2018-01-10,1,3
1810,2018-01-11,1,3
1811,2018-01-12,1,3
1812,2018-01-13,1,3
1813,2018-01-14,1,3
1814,2018-01-15,1,3
1815,2018-01-16,1,3
1816,2018-01-17,1,3
1817,2018-01-18,1,3
1818,2018-01-19,1,3
1819,2018-01-20,1,3
1820,2018-01-21,1,3
1821,2018-01-22,1,3
1822,2018-01-23,1,3
1823,2018-01-24,1,3
1824,2018-01-25,1,3
1825,2018-01-26,1,3
1826,2018-01-27,1,3
1827,2018-01-28,1,3
1828,2018-01-29,1,3
1829,2018-01-30,1,3
1830,2018-01-31,1,3
1831,2018-02-01,1,3
1832,2018-02-02,1,3
1833,2018-02-03,1,3
1834,2018-02-04,1,3
1835,2018-02-05,1,3
1836,2018-02-06,1,3
1837,2018-02-07,1,3
1838,2018-02-08,1,3
1839,2018-02-09,1,3
1840,2018-02-10,1,3
1841,2018-02-11,1,3
1842,2018-02-12,1,3
1843,2018-02-13,1,3
1844,2018-02-14,1,3
1845,2018-02-15,1,3
1846,2018-02-16,1,3
1847,2018-02-17,1,3
1848,2018-02-18,1,3
1849,2018-02-19,1,3
1850,2018-02-20,1,3
1851,2018-02-21,1,3
1852,2018-02-22,1,3
1853,2018-02-23,1,3
1854,2018-02-24,1,3
1855,2018-02-25,1,3
1856,2018-02-26,1,3
1857,2018-02-27,1,3
1858,2018-02-28,1,3
1859,2018-03-01,1,3
1860,2018-03-02,1,3
1861,2018-03-03,1,3
1862,2018-03-04,1,3
1863,2018-03-05,1,3
1864,2018-03-06,1,3
1865,2018-03-07,1,3
1866,2018-03-08,1,3
1867,2018-03-09,1,3
1868,2018-03-10,1,3
1869,2018-03-11,1,3
1870,2018-03-12,1,3
1871,2018-03-13,1,3
1872,2018-03-14,1,3
1873,2018-03-15,1,3
1874,2018-03-16,1,3
1875,2018-03-17,1,3
1876,2018-03-18,1,3
1877,2018-03-19,1,3
1878,2018-03-20,1,3
1879,2018-03-21,1,3
1880,2018-03-22,1,3
1881,2018-03-23,1,3
1882,2018-03-24,1,3
1883,2018-03-25,1,3
1884,2018-03-26,1,3
1885,2018-03-27,1,3
1886,2018-03-28,1,3
1887,2018-03-29,1,3
1888,2018-03-30,1,3
1889,2018-03-31,1,3
1890,2018-01-01,2,3
1891,2018-01-02,2,3
1892,2018-01-03,2,3
1893,2018-01-04,2,3
1894,2018-01-05,2,3
1895,2018-01-06,2,3
1896,2018-01-07,2,3
1897,2018-01-08,2,3
1898,2018-01-09,2,3
1899,2018-01-10,2,3
1900,2018-01-11,2,3
1901,2018-01-12,2,3
1902,2018-01-13,2,3
1903,2018-01-14,2,3
1904,2018-01-15,2,3
1905,2018-01-16,2,3
1906,2018-01-17,2,3
1907,2018-01-18,2,3
1908,2018-01-19,2,3
1909,2018-01-20,2,3
1910,2018-01-21,2,3
1911,2018-01-22,2,3
1912,2018-01-23,2,3
1913,2018-01-24,2,3
1914,2018-01-25,2,3
1915,2018-01-26,2,3
1916,2018-01-27,2,3
1917,2018-01-28,2,3
1918,2018-01-29,2,3
1919,2018-01-30,2,3
1920,2018-01-31,2,3
1921,2018-02-01,2,3
1922,2018-02-02,2,3
1923,2018-02-03,2,3
1924,2018-02-04,2,3
1925,2018-02-05,2,3
1926,2018-02-06,2,3
1927,2018-02-07,2,3
1928,2018-02-08,2,3
1929,2018-02-09,2,3
1930,2018-02-10,2,3
1931,2018-02-11,2,3
1932,2018-02-12,2,3
1933,2018-02-13,2,3
1934,2018-02-14,2,3
1935,2018-02-15,2,3
1936,2018-02-16,2,3
1937,2018-02-17,2,3
1938,2018-02-18,2,3
1939,2018-02-19,2,3
1940,2018-02-20,2,3
1941,2018-02-21,2,3
1942,2018-02-22,2,3
1943,2018-02-23,2,3
1944,2018-02-24,2,3
1945,2018-02-25,2,3
1946,2018-02-26,2,3
1947,2018-02-27,2,3
1948,2018-02-28,2,3
1949,2018-03-01,2,3
1950,2018-03-02,2,3
1951,2018-03-03,2,3
1952,2018-03-04,2,3
1953,2018-03-05,2,3
1954,2018-03-06,2,3
1955,2018-03-07,2,3
1956,2018-03-08,2,3
1957,2018-03-09,2,3
1958,2018-03-10,2,3
1959,2018-03-11,2,3
1960,2018-03-12,2,3
1961,2018-03-13,2,3
1962,2018-03-14,2,3
1963,2018-03-15,2,3
1964,2018-03-16,2,3
1965,2018-03-17,2,3
1966,2018-03-18,2,3
1967,2018-03-19,2,3
1968,2018-03-20,2,3
1969,2018-03-21,2,3
1970,2018-03-22,2,3
1971,2018-03-23,2,3
1972,2018-03-24,2,3
1973,2018-03-25,2,3
1974,2018-03-26,2,3
1975,2018-03-27,2,3
1976,2018-03-28,2,3
1977,2018-03-29,2,3
1978,2018-03-30,2,3
1979,2018-03-31,2,3
1980,2018-01-01,3,3
1981,2018-01-02,3,3
1982,2018-01-03,3,3
1983,2018-01-04,3,3
1984,2018-01-05,3,3
1985,2018-01-06,3,3
1986,2018-01-07,3,3
1987,2018-01-08,3,3
1988,2018-01-09,3,3
1989,2018-01-10,3,3
1990,2018-01-11,3,3
1991,2018-01-12,3,3
1992,2018-01-13,3,3
1993,2018-01-14,3,3
1994,2018-01-15,3,3
1995,2018-01-16,3,3
1996,2018-01-17,3,3
1997,2018-01-18,3,3
1998,2018-01-19,3,3
1999,2018-01-20,3,3
2000,2018-01-21,3,3
2001,2018-01-22,3,3
2002,2018-01-23,3,3
2003,2018-01-24,3,3
2004,2018-01-25,3,3
2005,2018-01-26,3,3
2006,2018-01-27,3,3
2007,2018-01-28,3,3
2008,2018-01-29,3,3
2009,2018-01-30,3,3
2010,2018-01-31,3,3
2011,2018-02-01,3,3
2012,2018-02-02,3,3
2013,2018-02-03,3,3
2014,2018-02-04,3,3
2015,2018-02-05,3,3
2016,2018-02-06,3,3
2017,2018-02-07,3,3
2018,2018-02-08,3,3
2019,2018-02-09,3,3
2020,2018-02-10,3,3
2021,2018-02-11,3,3
2022,2018-02-12,3,3
2023,2018-02-13,3,3
2024,2018-02-14,3,3
2025,2018-02-15,3,3
2026,2018-02-16,3,3
2027,2018-02-17,3,3
2028,2018-02-18,3,3
2029,2018-02-19,3,3
2030,2018-02-20,3,3
2031,2018-02-21,3,3
2032,2018-02-22,3,3
2033,2018-02-23,3,3
2034,2018-02-24,3,3
2035,2018-02-25,3,3
2036,2018-02-26,3,3
2037,2018-02-27,3,3
2038,2018-02-28,3,3
2039,2018-03-01,3,3
2040,2018-03-02,3,3
2041,2018-03-03,3,3
2042,2018-03-04,3,3
2043,2018-03-05,3,3
2044,2018-03-06,3,3
2045,2018-03-07,3,3
2046,2018-03-08,3,3
2047,2018-03-09,3,3
2048,2018-03-10,3,3
2049,2018-03-11,3,3
2050,2018-03-12,3,3
2051,2018-03-13,3,3
2052,2018-03-14,3,3
2053,2018-03-15,3,3
2054,2018-03-16,3,3
2055,2018-03-17,3,3
2056,2018-03-18,3,3
2057,2018-03-19,3,3
2058,2018-03-20,3,3
2059,2018-03-21,3,3
2060,2018-03-22,3,3
2061,2018-03-23,3,3
2062,2018-03-24,3,3
2063,2018-03-25,3,3
2064,2018-03-26,3,3
2065,2018-03-27,3,3
2066,2018-03-28,3,3
2067,2018-03-29,3,3
2068,2018-03-30,3,3
2069,2018-03-31,3,3
2700,2018-01-01,1,4
2701,2018-01-02,1,4
2702,2018-01-03,1,4
2703,2018-01-04,1,4
2704,2018-01-05,1,4
2705,2018-01-06,1,4
2706,2018-01-07,1,4
2707,2018-01-08,1,4
2708,2018-01-09,1,4
2709,2018-01-10,1,4
2710,2018-01-11,1,4
2711,2018-01-12,1,4
2712,2018-01-13,1,4
2713,2018-01-14,1,4
2714,2018-01-15,1,4
2715,2018-01-16,1,4
2716,2018-01-17,1,4
2717,2018-01-18,1,4
2718,2018-01-19,1,4
2719,2018-01-20,1,4
2720,2018-01-21,1,4
2721,2018-01-22,1,4
2722,2018-01-23,1,4
2723,2018-01-24,1,4
2724,2018-01-25,1,4
2725,2018-01-26,1,4
2726,2018-01-27,1,4
2727,2018-01-28,1,4
2728,2018-01-29,1,4
2729,2018-01-30,1,4
2730,2018-01-31,1,4
2731,2018-02-01,1,4
2732,2018-02-02,1,4
2733,2018-02-03,1,4
2734,2018-02-04,1,4
2735,2018-02-05,1,4
2736,2018-02-06,1,4
2737,2018-02-07,1,4
2738,2018-02-08,1,4
2739,2018-02-09,1,4
2740,2018-02-10,1,4
2741,2018-02-11,1,4
2742,2018-02-12,1,4
2743,2018-02-13,1,4
2744,2018-02-14,1,4
2745,2018-02-15,1,4
2746,2018-02-16,1,4
2747,2018-02-17,1,4
2748,2018-02-18,1,4
2749,2018-02-19,1,4
2750,2018-02-20,1,4
2751,2018-02-21,1,4
2752,2018-02-22,1,4
2753,2018-02-23,1,4
2754,2018-02-24,1,4
2755,2018-02-25,1,4
2756,2018-02-26,1,4
2757,2018-02-27,1,4
2758,2018-02-28,1,4
2759,2018-03-01,1,4
2760,2018-03-02,1,4
2761,2018-03-03,1,4
2762,2018-03-04,1,4
2763,2018-03-05,1,4
2764,2018-03-06,1,4
2765,2018-03-07,1,4
2766,2018-03-08,1,4
2767,2018-03-09,1,4
2768,2018-03-10,1,4
2769,2018-03-11,1,4
2770,2018-03-12,1,4
2771,2018-03-13,1,4
2772,2018-03-14,1,4
2773,2018-03-15,1,4
2774,2018-03-16,1,4
2775,2018-03-17,1,4
2776,2018-03-18,1,4
2777,2018-03-19,1,4
2778,2018-03-20,1,4
2779,2018-03-21,1,4
2780,2018-03-22,1,4
2781,2018-03-23,1,4
2782,2018-03-24,1,4
2783,2018-03-25,1,4
2784,2018-03-26,1,4
2785,2018-03-27,1,4
2786,2018-03-28,1,4
2787,2018-03-29,1,4
2788,2018-03-30,1,4
2789,2018-03-31,1,4
2790,2018-01-01,2,4
2791,2018-01-02,2,4
2792,2018-01-03,2,4
2793,2018-01-04,2,4
2794,2018-01-05,2,4
2795,2018-01-06,2,4
2796,2018-01-07,2,4
2797,2018-01-08,2,4
2798,2018-01-09,2,4
2799,2018-01-10,2,4
2800,2018-01-11,2,4
2801,2018-01-12,2,4
2802,2018-01-13,2,4
2803,2018-01-14,2,4
2804,2018-01-15,2,4
2805,2018-01-16,2,4
2806,2018-01-17,2,4
2807,2018-01-18,2,4
2808,2018-01-19,2,4
2809,2018-01-20,2,4
2810,2018-01-21,2,4
2811,2018-01-22,2,4
2812,2018-01-23,2,4
2813,2018-01-24,2,4
2814,2018-01-25,2,4
2815,2018-01-26,2,4
2816,2018-01-27,2,4
2817,2018-01-28,2,4
2818,2018-01-29,2,4
2819,2018-01-30,2,4
2820,2018-01-31,2,4
2821,2018-02-01,2,4
2822,2018-02-02,2,4
2823,2018-02-03,2,4
2824,2018-02-04,2,4
2825,2018-02-05,2,4
2826,2018-02-06,2,4
2827,2018-02-07,2,4
2828,2018-02-08,2,4
2829,2018-02-09,2,4
2830,2018-02-10,2,4
2831,2018-02-11,2,4
2832,2018-02-12,2,4
2833,2018-02-13,2,4
2834,2018-02-14,2,4
2835,2018-02-15,2,4
2836,2018-02-16,2,4
2837,2018-02-17,2,4
2838,2018-02-18,2,4
2839,2018-02-19,2,4
2840,2018-02-20,2,4
2841,2018-02-21,2,4
2842,2018-02-22,2,4
2843,2018-02-23,2,4
2844,2018-02-24,2,4
2845,2018-02-25,2,4
2846,2018-02-26,2,4
2847,2018-02-27,2,4
2848,2018-02-28,2,4
2849,2018-03-01,2,4
2850,2018-03-02,2,4
2851,2018-03-03,2,4
2852,2018-03-04,2,4
2853,2018-03-05,2,4
2854,2018-03-06,2,4
2855,2018-03-07,2,4
2856,2018-03-08,2,4
2857,2018-03-09,2,4
2858,2018-03-10,2,4
2859,2018-03-11,2,4
2860,2018-03-12,2,4
2861,2018-03-13,2,4
2862,2018-03-14,2,4
2863,2018-03-15,2,4
2864,2018-03-16,2,4
2865,2018-03-17,2,4
2866,2018-03-18,2,4
2867,2018-03-19,2,4
2868,2018-03-20,2,4
2869,2018-03-21,2,4
2870,2018-03-22,2,4
2871,2018-03-23,2,4
2872,2018-03-24,2,4
2873,2018-03-25,2,4
2874,2018-03-26,2,4
2875,2018-03-27,2,4
2876,2018-03-28,2,4
2877,2018-03-29,2,4
2878,2018-03-30,2,4
2879,2018-03-31,2,4
2880,2018-01-01,3,4
2881,2018-01-02,3,4
2882,2018-01-03,3,4
2883,2018-01-04,3,4
2884,2018-01-05,3,4
2885,2018-01-06,3,4
2886,2018-01-07,3,4
2887,2018-01-08,3,4
2888,2018-01-09,3,4
2889,2018-01-10,3,4
2890,2018-01-11,3,4
2891,2018-01-12,3,4
2892,2018-01-13,3,4
2893,2018-01-14,3,4
2894,2018-01-15,3,4
2895,2018-01-16,3,4
2896,2018-01-17,3,4
2897,2018-01-18,3,4
2898,2018-01-19,3,4
2899,2018-01-20,3,4
2900,2018-01-21,3,4
2901,2018-01-22,3,4
2902,2018-01-23,3,4
2903,2018-01-24,3,4
2904,2018-01-25,3,4
2905,2018-01-26,3,4
2906,2018-01-27,3,4
2907,2018-01-28,3,4
2908,2018-01-29,3,4
2909,2018-01-30,3,4
2910,2018-01-31,3,4
2911,2018-02-01,3,4
2912,2018-02-02,3,4
2913,2018-02-03,3,4
2914,2018-02-04,3,4
